%time,field.data
1646148567503651275,time:1646148567.5031364, thrl:-0.06695556640625, r:0.39031982421875, p:-0.7547607421875, y:-0.11090087890625, a:0.00048828125
1646148567523276331,time:1646148567.5228841, thrl:-0.06695556640625, r:0.39031982421875, p:-0.7547607421875, y:-0.09234619140625, a:0.00048828125
1646148567544146524,time:1646148567.5439088, thrl:-0.06890869140625, r:0.40594482421875, p:-0.7547607421875, y:-0.07769775390625, a:0.00048828125
1646148567563320997,time:1646148567.5627944, thrl:-0.06988525390625, r:0.40594482421875, p:-0.7547607421875, y:-0.063018798828125, a:0.00048828125
1646148567584679457,time:1646148567.5841758, thrl:-0.07183837890625, r:0.42254638671875, p:-0.7547607421875, y:-0.030792236328125, a:0.00048828125
1646148567606059960,time:1646148567.605786, thrl:-0.07281494140625, r:0.43719482421875, p:-0.7547607421875, y:-0.024932861328125, a:0.00048828125
1646148567622988340,time:1646148567.6227603, thrl:-0.07379150390625, r:0.43719482421875, p:-0.7547607421875, y:-0.021026611328125, a:0.00048828125
1646148567644150719,time:1646148567.643571, thrl:-0.07379150390625, r:0.452850341796875, p:-0.7547607421875, y:-0.020050048828125, a:0.00048828125
1646148567663340232,time:1646148567.6628797, thrl:-0.07476806640625, r:0.452850341796875, p:-0.7547607421875, y:-0.019073486328125, a:0.00048828125
1646148567685344879,time:1646148567.68457, thrl:-0.07476806640625, r:0.453826904296875, p:-0.7547607421875, y:-0.018096923828125, a:0.00048828125
1646148567703674171,time:1646148567.703336, thrl:-0.07476806640625, r:0.454803466796875, p:-0.7547607421875, y:-0.015167236328125, a:0.00048828125
1646148567724204459,time:1646148567.723223, thrl:-0.07476806640625, r:0.470428466796875, p:-0.7547607421875, y:-0.014190673828125, a:0.00048828125
1646148567743179618,time:1646148567.7428012, thrl:-0.07476806640625, r:0.470428466796875, p:-0.7547607421875, y:-0.014190673828125, a:0.00048828125
1646148567762853816,time:1646148567.762507, thrl:-0.07476806640625, r:0.470428466796875, p:-0.7547607421875, y:-0.013214111328125, a:0.00048828125
1646148567782807862,time:1646148567.7825167, thrl:-0.07476806640625, r:0.470428466796875, p:-0.7547607421875, y:-0.012237548828125, a:0.00048828125
1646148567804849772,time:1646148567.804552, thrl:-0.07476806640625, r:0.470428466796875, p:-0.7547607421875, y:-0.012237548828125, a:0.00048828125
1646148567823603595,time:1646148567.8233485, thrl:-0.06890869140625, r:0.463592529296875, p:-0.7547607421875, y:-0.011260986328125, a:0.00048828125
1646148567842942334,time:1646148567.8426418, thrl:-0.06597900390625, r:0.44305419921875, p:-0.7547607421875, y:-0.011260986328125, a:0.00048828125
1646148567863845523,time:1646148567.8634934, thrl:-0.048370361328125, r:0.42742919921875, p:-0.7547607421875, y:-0.010284423828125, a:0.00048828125
1646148567883579571,time:1646148567.8832595, thrl:-0.048370361328125, r:0.42742919921875, p:-0.7547607421875, y:-0.010284423828125, a:0.00048828125
1646148567904465876,time:1646148567.9039047, thrl:-0.048370361328125, r:0.42059326171875, p:-0.7547607421875, y:-0.010284423828125, a:0.00048828125
1646148567923986291,time:1646148567.9235883, thrl:-0.048370361328125, r:0.39910888671875, p:-0.7547607421875, y:-0.010284423828125, a:0.00048828125
1646148567944953591,time:1646148567.944631, thrl:-0.048370361328125, r:0.367828369140625, p:-0.7547607421875, y:-0.010284423828125, a:0.00048828125
1646148567965498427,time:1646148567.9650536, thrl:-0.048370361328125, r:0.335601806640625, p:-0.7547607421875, y:-0.010284423828125, a:0.00048828125
1646148567983805567,time:1646148567.983421, thrl:-0.047393798828125, r:0.3082275390625, p:-0.7547607421875, y:-0.010284423828125, a:0.00048828125
1646148568004178755,time:1646148568.0036838, thrl:-0.046417236328125, r:0.2886962890625, p:-0.7547607421875, y:-0.010284423828125, a:0.00048828125
1646148568024132823,time:1646148568.023772, thrl:-0.046417236328125, r:0.2720947265625, p:-0.7547607421875, y:-0.010284423828125, a:0.00048828125
1646148568045299310,time:1646148568.0449402, thrl:-0.044464111328125, r:0.2720947265625, p:-0.7547607421875, y:-0.010284423828125, a:0.00048828125
1646148568064179845,time:1646148568.0638149, thrl:-0.044464111328125, r:0.2720947265625, p:-0.7547607421875, y:-0.010284423828125, a:0.00048828125
1646148568084620552,time:1646148568.084271, thrl:-0.043487548828125, r:0.2711181640625, p:-0.7547607421875, y:-0.010284423828125, a:0.00048828125
1646148568103125419,time:1646148568.1027775, thrl:-0.042510986328125, r:0.2711181640625, p:-0.7547607421875, y:-0.010284423828125, a:0.00048828125
1646148568124633633,time:1646148568.1241815, thrl:-0.041534423828125, r:0.2711181640625, p:-0.7547607421875, y:-0.010284423828125, a:0.00048828125
1646148568146241613,time:1646148568.1460037, thrl:-0.040557861328125, r:0.2789306640625, p:-0.7547607421875, y:-0.010284423828125, a:0.00048828125
1646148568163430204,time:1646148568.1630986, thrl:-0.023956298828125, r:0.2965087890625, p:-0.7547607421875, y:-0.010284423828125, a:0.00048828125
1646148568183916697,time:1646148568.1834967, thrl:-0.023956298828125, r:0.3170166015625, p:-0.7547607421875, y:-0.010284423828125, a:0.00048828125
1646148568203994390,time:1646148568.2036383, thrl:-0.006378173828125, r:0.3170166015625, p:-0.7547607421875, y:-0.010284423828125, a:0.00048828125
1646148568224134163,time:1646148568.223671, thrl:-0.006378173828125, r:0.336578369140625, p:-0.7547607421875, y:-0.010284423828125, a:0.00048828125
1646148568244753947,time:1646148568.2443316, thrl:-0.006378173828125, r:0.336578369140625, p:-0.7547607421875, y:-0.010284423828125, a:0.00048828125
1646148568264098650,time:1646148568.2635062, thrl:-0.006378173828125, r:0.354156494140625, p:-0.7547607421875, y:-0.009307861328125, a:0.00048828125
1646148568284378841,time:1646148568.2837515, thrl:-0.006378173828125, r:0.354156494140625, p:-0.7547607421875, y:-0.009307861328125, a:0.00048828125
1646148568303567368,time:1646148568.3032255, thrl:0.01025390625, r:0.354156494140625, p:-0.7547607421875, y:0.01123046875, a:0.00048828125
1646148568324042028,time:1646148568.323047, thrl:0.01025390625, r:0.354156494140625, p:-0.7547607421875, y:0.01123046875, a:0.00048828125
1646148568344605132,time:1646148568.34431, thrl:0.01025390625, r:0.354156494140625, p:-0.7547607421875, y:0.01123046875, a:0.00048828125
1646148568362743789,time:1646148568.3625104, thrl:0.01025390625, r:0.354156494140625, p:-0.7547607421875, y:0.02587890625, a:0.00048828125
1646148568383175364,time:1646148568.3829398, thrl:0.01025390625, r:0.337554931640625, p:-0.7547607421875, y:0.02587890625, a:0.00048828125
1646148568404745512,time:1646148568.4043064, thrl:0.01025390625, r:0.3218994140625, p:-0.7547607421875, y:0.02587890625, a:0.00048828125
1646148568423100054,time:1646148568.4226987, thrl:0.01025390625, r:0.3218994140625, p:-0.7547607421875, y:0.02587890625, a:0.00048828125
1646148568445145853,time:1646148568.4448388, thrl:0.01025390625, r:0.3218994140625, p:-0.7547607421875, y:0.02587890625, a:0.00048828125
1646148568464138862,time:1646148568.4635458, thrl:0.01025390625, r:0.3209228515625, p:-0.7547607421875, y:0.02587890625, a:0.00048828125
1646148568482956806,time:1646148568.4827235, thrl:0.01025390625, r:0.3052978515625, p:-0.7547607421875, y:0.02587890625, a:0.00048828125
1646148568503937202,time:1646148568.5035398, thrl:0.01025390625, r:0.3052978515625, p:-0.7547607421875, y:0.02587890625, a:0.00048828125
1646148568523674506,time:1646148568.5233054, thrl:0.01025390625, r:0.2886962890625, p:-0.7547607421875, y:0.01123046875, a:0.00048828125
1646148568543944361,time:1646148568.5435724, thrl:0.01025390625, r:0.2886962890625, p:-0.7547607421875, y:0.01123046875, a:0.00048828125
1646148568564250338,time:1646148568.563228, thrl:0.01025390625, r:0.2886962890625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148568583607632,time:1646148568.582978, thrl:0.00927734375, r:0.2740478515625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148568605014021,time:1646148568.6044836, thrl:0.00927734375, r:0.2740478515625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148568623492522,time:1646148568.6230636, thrl:0.00830078125, r:0.253509521484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148568643356826,time:1646148568.6429768, thrl:0.00732421875, r:0.232025146484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148568662932936,time:1646148568.6626523, thrl:0.00732421875, r:0.17633056640625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148568683986043,time:1646148568.6836102, thrl:0.02587890625, r:0.15582275390625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148568703916164,time:1646148568.7033565, thrl:0.079620361328125, r:0.093292236328125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148568724490373,time:1646148568.7235649, thrl:0.093292236328125, r:0.05224609375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148568743443283,time:1646148568.7428877, thrl:0.112823486328125, r:0.02001953125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148568765282620,time:1646148568.7650054, thrl:0.14117431640625, r:0.00244140625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148568783005732,time:1646148568.7826416, thrl:0.16265869140625, r:0.00244140625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148568804810254,time:1646148568.804342, thrl:0.16851806640625, r:0.00244140625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148568822992323,time:1646148568.8225677, thrl:0.18804931640625, r:0.00244140625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148568846196126,time:1646148568.8457592, thrl:0.201751708984375, r:0.00244140625, p:-0.7547607421875, y:0.03662109375, a:0.00048828125
1646148568865274809,time:1646148568.864545, thrl:0.201751708984375, r:0.00244140625, p:-0.7547607421875, y:0.074737548828125, a:0.00048828125
1646148568884242787,time:1646148568.8838606, thrl:0.201751708984375, r:0.00244140625, p:-0.7547607421875, y:0.094268798828125, a:0.00048828125
1646148568903780565,time:1646148568.9028728, thrl:0.201751708984375, r:0.00244140625, p:-0.7547607421875, y:0.122589111328125, a:0.00048828125
1646148568925858614,time:1646148568.9253216, thrl:0.18707275390625, r:0.00244140625, p:-0.7547607421875, y:0.14410400390625, a:0.00048828125
1646148568943418602,time:1646148568.9430065, thrl:0.18707275390625, r:0.00244140625, p:-0.7547607421875, y:0.15972900390625, a:0.00048828125
1646148568965736692,time:1646148568.964924, thrl:0.18707275390625, r:0.00244140625, p:-0.7547607421875, y:0.18316650390625, a:0.00048828125
1646148568984482517,time:1646148568.984062, thrl:0.18707275390625, r:0.00244140625, p:-0.7547607421875, y:0.196868896484375, a:0.00048828125
1646148569005214775,time:1646148569.0039928, thrl:0.18707275390625, r:0.00244140625, p:-0.7547607421875, y:0.196868896484375, a:0.00048828125
1646148569024164033,time:1646148569.0236073, thrl:0.16949462890625, r:0.00244140625, p:-0.7547607421875, y:0.211517333984375, a:0.00048828125
1646148569045433607,time:1646148569.044805, thrl:0.16949462890625, r:0.00244140625, p:-0.7547607421875, y:0.211517333984375, a:0.00048828125
1646148569064176542,time:1646148569.063713, thrl:0.16949462890625, r:0.00244140625, p:-0.7547607421875, y:0.227142333984375, a:0.00048828125
1646148569086012829,time:1646148569.0855548, thrl:0.15386962890625, r:0.00244140625, p:-0.7547607421875, y:0.227142333984375, a:0.00048828125
1646148569103456612,time:1646148569.1030633, thrl:0.15386962890625, r:0.00244140625, p:-0.7547607421875, y:0.227142333984375, a:0.00048828125
1646148569123327988,time:1646148569.1228383, thrl:0.15386962890625, r:0.00244140625, p:-0.7547607421875, y:0.212493896484375, a:0.00048828125
1646148569143344971,time:1646148569.1427903, thrl:0.15386962890625, r:0.00244140625, p:-0.7547607421875, y:0.212493896484375, a:0.00048828125
1646148569164788354,time:1646148569.1639285, thrl:0.15386962890625, r:0.00244140625, p:-0.7547607421875, y:0.212493896484375, a:0.00048828125
1646148569186747165,time:1646148569.1862435, thrl:0.15289306640625, r:0.00244140625, p:-0.7547607421875, y:0.212493896484375, a:0.00048828125
1646148569203375944,time:1646148569.202927, thrl:0.15289306640625, r:0.00244140625, p:-0.7547607421875, y:0.212493896484375, a:0.00048828125
1646148569223227311,time:1646148569.2225883, thrl:0.16754150390625, r:0.00146484375, p:-0.7547607421875, y:0.212493896484375, a:0.00048828125
1646148569243354402,time:1646148569.2429156, thrl:0.16754150390625, r:0.00146484375, p:-0.7547607421875, y:0.212493896484375, a:0.00048828125
1646148569265129473,time:1646148569.264462, thrl:0.18707275390625, r:0.00146484375, p:-0.7547607421875, y:0.212493896484375, a:0.00048828125
1646148569284500284,time:1646148569.2832475, thrl:0.200775146484375, r:0.00146484375, p:-0.7547607421875, y:0.212493896484375, a:0.00048828125
1646148569306346216,time:1646148569.3056347, thrl:0.214447021484375, r:0.00146484375, p:-0.7547607421875, y:0.212493896484375, a:0.00048828125
1646148569323396695,time:1646148569.3229747, thrl:0.214447021484375, r:0.00146484375, p:-0.7547607421875, y:0.213470458984375, a:0.00048828125
1646148569345161643,time:1646148569.3446035, thrl:0.220306396484375, r:0.00146484375, p:-0.7547607421875, y:0.214447021484375, a:0.00048828125
1646148569364514237,time:1646148569.363366, thrl:0.239837646484375, r:0.00146484375, p:-0.7547607421875, y:0.215423583984375, a:0.00048828125
1646148569384573855,time:1646148569.3839126, thrl:0.239837646484375, r:0.00048828125, p:-0.7547607421875, y:0.216400146484375, a:0.00048828125
1646148569405571679,time:1646148569.405106, thrl:0.239837646484375, r:0.00048828125, p:-0.7547607421875, y:0.216400146484375, a:0.00048828125
1646148569423974117,time:1646148569.423679, thrl:0.241790771484375, r:0.00048828125, p:-0.7547607421875, y:0.216400146484375, a:0.00048828125
1646148569444275235,time:1646148569.443729, thrl:0.257415771484375, r:0.00048828125, p:-0.7547607421875, y:0.216400146484375, a:0.00048828125
1646148569463932260,time:1646148569.4635234, thrl:0.257415771484375, r:-0.000518798828125, p:-0.7547607421875, y:0.216400146484375, a:0.00048828125
1646148569482959468,time:1646148569.4826686, thrl:0.2720947265625, r:-0.001495361328125, p:-0.7547607421875, y:0.216400146484375, a:0.00048828125
1646148569504310293,time:1646148569.5037656, thrl:0.2720947265625, r:-0.018096923828125, p:-0.7547607421875, y:0.201751708984375, a:0.00048828125
1646148569525428556,time:1646148569.5248325, thrl:0.2857666015625, r:-0.033721923828125, p:-0.7547607421875, y:0.201751708984375, a:0.00048828125
1646148569543635295,time:1646148569.543072, thrl:0.3062744140625, r:-0.050323486328125, p:-0.7547607421875, y:0.201751708984375, a:0.00048828125
1646148569564853599,time:1646148569.5633872, thrl:0.332672119140625, r:-0.06988525390625, p:-0.7547607421875, y:0.18511962890625, a:0.00048828125
1646148569583856316,time:1646148569.5833907, thrl:0.362945556640625, r:-0.08746337890625, p:-0.7547607421875, y:0.18511962890625, a:0.00048828125
1646148569604227324,time:1646148569.6036866, thrl:0.377593994140625, r:-0.10113525390625, p:-0.7547607421875, y:0.17047119140625, a:0.00048828125
1646148569625053257,time:1646148569.6244245, thrl:0.39129638671875, r:-0.10113525390625, p:-0.7547607421875, y:0.17047119140625, a:0.00048828125
1646148569643318430,time:1646148569.6428027, thrl:0.39129638671875, r:-0.10113525390625, p:-0.7547607421875, y:0.15386962890625, a:0.00048828125
1646148569663388911,time:1646148569.6629198, thrl:0.39129638671875, r:-0.10113525390625, p:-0.7547607421875, y:0.15386962890625, a:0.00048828125
1646148569684360013,time:1646148569.6834533, thrl:0.40496826171875, r:-0.10113525390625, p:-0.7547607421875, y:0.15386962890625, a:0.00048828125
1646148569704162344,time:1646148569.7036953, thrl:0.40496826171875, r:-0.10113525390625, p:-0.7547607421875, y:0.13726806640625, a:0.00048828125
1646148569723696082,time:1646148569.7232807, thrl:0.40496826171875, r:-0.10113525390625, p:-0.7547607421875, y:0.122589111328125, a:0.00048828125
1646148569743157423,time:1646148569.74269, thrl:0.40496826171875, r:-0.08746337890625, p:-0.7547607421875, y:0.122589111328125, a:0.00048828125
1646148569763215298,time:1646148569.762805, thrl:0.42059326171875, r:-0.08746337890625, p:-0.7547607421875, y:0.122589111328125, a:0.00048828125
1646148569783413827,time:1646148569.7829077, thrl:0.42059326171875, r:-0.08746337890625, p:-0.7547607421875, y:0.120635986328125, a:0.00048828125
1646148569803015806,time:1646148569.8025994, thrl:0.43426513671875, r:-0.08648681640625, p:-0.7547607421875, y:0.119659423828125, a:0.00048828125
1646148569823553684,time:1646148569.8230424, thrl:0.43426513671875, r:-0.08551025390625, p:-0.7547607421875, y:0.118682861328125, a:0.00048828125
1646148569843553148,time:1646148569.8431764, thrl:0.43426513671875, r:-0.08453369140625, p:-0.7547607421875, y:0.117706298828125, a:0.00048828125
1646148569864252689,time:1646148569.863824, thrl:0.43426513671875, r:-0.08355712890625, p:-0.7547607421875, y:0.116729736328125, a:0.00048828125
1646148569883533596,time:1646148569.8830833, thrl:0.45086669921875, r:-0.08258056640625, p:-0.7547607421875, y:0.115753173828125, a:0.00048828125
1646148569904296828,time:1646148569.9038694, thrl:0.45086669921875, r:-0.08258056640625, p:-0.7547607421875, y:0.113800048828125, a:0.00048828125
1646148569926429191,time:1646148569.9260244, thrl:0.465545654296875, r:-0.08258056640625, p:-0.7547607421875, y:0.111846923828125, a:0.00048828125
1646148569943046568,time:1646148569.9426115, thrl:0.465545654296875, r:-0.08258056640625, p:-0.7547607421875, y:0.096221923828125, a:0.00048828125
1646148569965282845,time:1646148569.9646702, thrl:0.479217529296875, r:-0.08258056640625, p:-0.7547607421875, y:0.096221923828125, a:0.00048828125
1646148569983535073,time:1646148569.9831598, thrl:0.492889404296875, r:-0.08941650390625, p:-0.7547607421875, y:0.096221923828125, a:0.00048828125
1646148570006105031,time:1646148570.0057073, thrl:0.511444091796875, r:-0.08941650390625, p:-0.7547607421875, y:0.096221923828125, a:0.00048828125
1646148570023296106,time:1646148570.0227022, thrl:0.511444091796875, r:-0.08941650390625, p:-0.7547607421875, y:0.096221923828125, a:0.00048828125
1646148570043868715,time:1646148570.0434813, thrl:0.511444091796875, r:-0.08941650390625, p:-0.7547607421875, y:0.096221923828125, a:0.00048828125
1646148570063295389,time:1646148570.06295, thrl:0.526123046875, r:-0.08941650390625, p:-0.7547607421875, y:0.095245361328125, a:0.00048828125
1646148570084049592,time:1646148570.083431, thrl:0.531982421875, r:-0.09332275390625, p:-0.7547607421875, y:0.094268798828125, a:0.00048828125
1646148570106757207,time:1646148570.10611, thrl:0.553466796875, r:-0.09429931640625, p:-0.7547607421875, y:0.092315673828125, a:0.00048828125
1646148570123098535,time:1646148570.1226568, thrl:0.569091796875, r:-0.09429931640625, p:-0.7547607421875, y:0.092315673828125, a:0.00048828125
1646148570143127367,time:1646148570.142627, thrl:0.587677001953125, r:-0.09429931640625, p:-0.7547607421875, y:0.091339111328125, a:0.00048828125
1646148570165316442,time:1646148570.1647608, thrl:0.587677001953125, r:-0.07965087890625, p:-0.7547607421875, y:0.091339111328125, a:0.00048828125
1646148570184146091,time:1646148570.1834538, thrl:0.604278564453125, r:-0.07965087890625, p:-0.7547607421875, y:0.091339111328125, a:0.00048828125
1646148570206283492,time:1646148570.2058108, thrl:0.604278564453125, r:-0.07965087890625, p:-0.7547607421875, y:0.089385986328125, a:0.00048828125
1646148570223951152,time:1646148570.2234468, thrl:0.604278564453125, r:-0.07965087890625, p:-0.7547607421875, y:0.088409423828125, a:0.00048828125
1646148570246418725,time:1646148570.2460058, thrl:0.604278564453125, r:-0.07965087890625, p:-0.7547607421875, y:0.073760986328125, a:0.00048828125
1646148570264456975,time:1646148570.2640612, thrl:0.618927001953125, r:-0.07965087890625, p:-0.7547607421875, y:0.073760986328125, a:0.00048828125
1646148570285774859,time:1646148570.2852979, thrl:0.637481689453125, r:-0.07965087890625, p:-0.7547607421875, y:0.05712890625, a:0.00048828125
1646148570304306401,time:1646148570.3037632, thrl:0.65509033203125, r:-0.07965087890625, p:-0.7547607421875, y:0.05029296875, a:0.00048828125
1646148570325331582,time:1646148570.3247817, thrl:0.67559814453125, r:-0.07965087890625, p:-0.7547607421875, y:0.04638671875, a:0.00048828125
1646148570346662411,time:1646148570.346319, thrl:0.69317626953125, r:-0.09332275390625, p:-0.7547607421875, y:0.04443359375, a:0.00048828125
1646148570364401346,time:1646148570.3634243, thrl:0.709808349609375, r:-0.09332275390625, p:-0.7547607421875, y:0.04345703125, a:0.00048828125
1646148570383426303,time:1646148570.383063, thrl:0.733245849609375, r:-0.09429931640625, p:-0.7547607421875, y:0.04248046875, a:0.00048828125
1646148570403119081,time:1646148570.4026537, thrl:0.747894287109375, r:-0.10992431640625, p:-0.7547607421875, y:0.02587890625, a:0.00048828125
1646148570424280437,time:1646148570.423762, thrl:0.747894287109375, r:-0.10992431640625, p:-0.7547607421875, y:0.02587890625, a:0.00048828125
1646148570444744746,time:1646148570.4443657, thrl:0.747894287109375, r:-0.10992431640625, p:-0.7547607421875, y:0.02587890625, a:0.00048828125
1646148570464730932,time:1646148570.4641888, thrl:0.748870849609375, r:-0.10992431640625, p:-0.7547607421875, y:0.01025390625, a:0.00048828125
1646148570483166407,time:1646148570.4828067, thrl:0.749847412109375, r:-0.10992431640625, p:-0.7547607421875, y:0.01025390625, a:0.00048828125
1646148570503896665,time:1646148570.5034254, thrl:0.766448974609375, r:-0.10992431640625, p:-0.7547607421875, y:-0.005401611328125, a:0.00048828125
1646148570525066121,time:1646148570.5237617, thrl:0.766448974609375, r:-0.10992431640625, p:-0.7547607421875, y:-0.005401611328125, a:0.00048828125
1646148570543249668,time:1646148570.5429413, thrl:0.766448974609375, r:-0.10894775390625, p:-0.7547607421875, y:-0.005401611328125, a:0.00048828125
1646148570564006042,time:1646148570.563467, thrl:0.7821044921875, r:-0.09332275390625, p:-0.7547607421875, y:-0.005401611328125, a:0.00048828125
1646148570585979260,time:1646148570.585226, thrl:0.7821044921875, r:-0.09332275390625, p:-0.7567138671875, y:-0.005401611328125, a:0.00048828125
1646148570604084890,time:1646148570.6034412, thrl:0.7957763671875, r:-0.09332275390625, p:-0.775299072265625, y:-0.005401611328125, a:0.00048828125
1646148570624361560,time:1646148570.6240072, thrl:0.8016357421875, r:-0.09332275390625, p:-0.794830322265625, y:-0.020050048828125, a:0.00048828125
1646148570643741909,time:1646148570.6435225, thrl:0.8016357421875, r:-0.09332275390625, p:-0.829986572265625, y:-0.035675048828125, a:0.00048828125
1646148570663430844,time:1646148570.663089, thrl:0.8055419921875, r:-0.07672119140625, p:-0.85931396484375, y:-0.053253173828125, a:0.00048828125
1646148570686215193,time:1646148570.6857803, thrl:0.8065185546875, r:-0.07672119140625, p:-0.88177490234375, y:-0.053253173828125, a:0.00048828125
1646148570703793767,time:1646148570.703459, thrl:0.8065185546875, r:-0.07672119140625, p:-0.88763427734375, y:-0.053253173828125, a:0.00048828125
1646148570725883553,time:1646148570.7256591, thrl:0.8250732421875, r:-0.07672119140625, p:-0.88958740234375, y:-0.053253173828125, a:0.00048828125
1646148570744160390,time:1646148570.743497, thrl:0.8250732421875, r:-0.07574462890625, p:-0.925750732421875, y:-0.053253173828125, a:0.00048828125
1646148570763580429,time:1646148570.7630472, thrl:0.8250732421875, r:-0.07476806640625, p:-0.932586669921875, y:-0.053253173828125, a:0.00048828125
1646148570785536085,time:1646148570.7852075, thrl:0.8250732421875, r:-0.07379150390625, p:-0.948211669921875, y:-0.053253173828125, a:0.00048828125
1646148570805067761,time:1646148570.804683, thrl:0.841705322265625, r:-0.07379150390625, p:-0.948211669921875, y:-0.032745361328125, a:0.00048828125
1646148570823706107,time:1646148570.8234613, thrl:0.856353759765625, r:-0.07281494140625, p:-0.948211669921875, y:-0.019073486328125, a:0.00048828125
1646148570844927022,time:1646148570.8444731, thrl:0.870025634765625, r:-0.07281494140625, p:-0.948211669921875, y:-0.019073486328125, a:0.00048828125
1646148570862838509,time:1646148570.8625007, thrl:0.883697509765625, r:-0.07281494140625, p:-0.954071044921875, y:-0.019073486328125, a:0.00048828125
1646148570882811768,time:1646148570.8825736, thrl:0.901275634765625, r:-0.07281494140625, p:-0.956024169921875, y:-0.019073486328125, a:0.00048828125
1646148570904873705,time:1646148570.904395, thrl:0.901275634765625, r:-0.07281494140625, p:-0.9716796875, y:-0.018096923828125, a:0.00048828125
1646148570923687136,time:1646148570.9233327, thrl:0.901275634765625, r:-0.07281494140625, p:-0.9716796875, y:-0.018096923828125, a:0.00048828125
1646148570943394548,time:1646148570.9430604, thrl:0.901275634765625, r:-0.07281494140625, p:-0.9755859375, y:-0.017120361328125, a:0.00048828125
1646148570965157151,time:1646148570.9645915, thrl:0.902252197265625, r:-0.07281494140625, p:-0.9775390625, y:-0.016143798828125, a:0.00048828125
1646148570983202877,time:1646148570.9828966, thrl:0.902252197265625, r:-0.07281494140625, p:-0.9775390625, y:-0.015167236328125, a:0.00048828125
1646148571005283864,time:1646148571.0040991, thrl:0.90325927734375, r:-0.07281494140625, p:-0.9775390625, y:-0.015167236328125, a:0.00048828125
1646148571023896252,time:1646148571.0234644, thrl:0.92279052734375, r:-0.07281494140625, p:-0.9775390625, y:-0.014190673828125, a:0.00048828125
1646148571043682340,time:1646148571.0433285, thrl:0.92279052734375, r:-0.07281494140625, p:-0.9775390625, y:-0.014190673828125, a:0.00048828125
1646148571062989033,time:1646148571.0626268, thrl:0.92279052734375, r:-0.07281494140625, p:-0.9794921875, y:-0.013214111328125, a:0.00048828125
1646148571082978457,time:1646148571.0826805, thrl:0.92279052734375, r:-0.07281494140625, p:-0.9794921875, y:-0.013214111328125, a:0.00048828125
1646148571104920750,time:1646148571.104372, thrl:0.92279052734375, r:-0.056182861328125, p:-0.9794921875, y:-0.012237548828125, a:0.00048828125
1646148571124110226,time:1646148571.1235814, thrl:0.92279052734375, r:-0.056182861328125, p:-0.9794921875, y:-0.012237548828125, a:0.00048828125
1646148571143301760,time:1646148571.1429548, thrl:0.92181396484375, r:-0.056182861328125, p:-0.9794921875, y:-0.012237548828125, a:0.00048828125
1646148571165023436,time:1646148571.164231, thrl:0.92083740234375, r:-0.056182861328125, p:-0.9794921875, y:-0.012237548828125, a:0.00048828125
1646148571183004960,time:1646148571.182696, thrl:0.90618896484375, r:-0.056182861328125, p:-0.9794921875, y:-0.012237548828125, a:0.00048828125
1646148571204105932,time:1646148571.203508, thrl:0.90618896484375, r:-0.056182861328125, p:-0.9794921875, y:-0.011260986328125, a:0.00048828125
1646148571223482219,time:1646148571.2231665, thrl:0.891510009765625, r:-0.039581298828125, p:-0.9794921875, y:-0.011260986328125, a:0.00048828125
1646148571243124768,time:1646148571.2427645, thrl:0.876861572265625, r:-0.039581298828125, p:-0.953094482421875, y:-0.011260986328125, a:0.00048828125
1646148571264665841,time:1646148571.2642488, thrl:0.862213134765625, r:-0.010284423828125, p:-0.905242919921875, y:-0.011260986328125, a:0.00048828125
1646148571283201694,time:1646148571.2826345, thrl:0.840728759765625, r:-0.010284423828125, p:-0.88177490234375, y:-0.011260986328125, a:0.00048828125
1646148571303106517,time:1646148571.302738, thrl:0.8065185546875, r:-0.010284423828125, p:-0.797760009765625, y:-0.010284423828125, a:0.00048828125
1646148571324560662,time:1646148571.3240128, thrl:0.761566162109375, r:0.03857421875, p:-0.7528076171875, y:-0.009307861328125, a:0.00048828125
1646148571344281295,time:1646148571.3439136, thrl:0.68438720703125, r:0.096221923828125, p:-0.7528076171875, y:-0.006378173828125, a:0.00048828125
1646148571364009107,time:1646148571.3636746, thrl:0.623809814453125, r:0.15191650390625, p:-0.7528076171875, y:0.01025390625, a:0.00048828125
1646148571383192970,time:1646148571.3827205, thrl:0.547607421875, r:0.214447021484375, p:-0.7528076171875, y:0.01025390625, a:0.00048828125
1646148571403185510,time:1646148571.4027305, thrl:0.530029296875, r:0.228118896484375, p:-0.7528076171875, y:0.01025390625, a:0.00048828125
