%time,field.data
1646148505324461898,time:1646148505.3240736, thrl:0.01025390625, r:0.081573486328125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148505343715568,time:1646148505.3433897, thrl:0.01025390625, r:0.097198486328125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148505363584857,time:1646148505.3631377, thrl:0.01025390625, r:0.097198486328125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148505384543632,time:1646148505.3842053, thrl:0.01025390625, r:0.097198486328125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148505403386847,time:1646148505.4027627, thrl:0.01025390625, r:0.113800048828125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148505423416644,time:1646148505.422861, thrl:0.01025390625, r:0.113800048828125, p:-0.7528076171875, y:0.01025390625, a:0.00048828125
1646148505443618262,time:1646148505.4432645, thrl:0.01025390625, r:0.127471923828125, p:-0.7528076171875, y:0.01611328125, a:0.00048828125
1646148505463594673,time:1646148505.4632754, thrl:0.01025390625, r:0.127471923828125, p:-0.7528076171875, y:0.03564453125, a:0.00048828125
1646148505482956527,time:1646148505.482403, thrl:0.01025390625, r:0.127471923828125, p:-0.7528076171875, y:0.03564453125, a:0.00048828125
1646148505502745043,time:1646148505.5023525, thrl:0.01025390625, r:0.112823486328125, p:-0.7528076171875, y:0.05029296875, a:0.00048828125
1646148505523539771,time:1646148505.5229895, thrl:0.01025390625, r:0.089385986328125, p:-0.7528076171875, y:0.064971923828125, a:0.00048828125
1646148505543798477,time:1646148505.5432827, thrl:0.01025390625, r:0.04052734375, p:-0.7528076171875, y:0.064971923828125, a:0.00048828125
1646148505562553458,time:1646148505.5621634, thrl:0.01025390625, r:0.02197265625, p:-0.7528076171875, y:0.064971923828125, a:0.00048828125
1646148505584106670,time:1646148505.5837367, thrl:0.00927734375, r:-0.000518798828125, p:-0.7528076171875, y:0.064971923828125, a:0.00048828125
1646148505603573698,time:1646148505.6029322, thrl:0.00830078125, r:-0.000518798828125, p:-0.7528076171875, y:0.064971923828125, a:0.00048828125
1646148505623555495,time:1646148505.6230435, thrl:0.00830078125, r:-0.000518798828125, p:-0.7528076171875, y:0.064971923828125, a:0.00048828125
1646148505643491430,time:1646148505.6429913, thrl:0.00732421875, r:-0.000518798828125, p:-0.7528076171875, y:0.064971923828125, a:0.00048828125
1646148505662779477,time:1646148505.6624146, thrl:0.00732421875, r:-0.000518798828125, p:-0.7528076171875, y:0.064971923828125, a:0.00048828125
1646148505684266322,time:1646148505.683868, thrl:0.00634765625, r:-0.000518798828125, p:-0.7528076171875, y:0.06396484375, a:0.00048828125
1646148505702833682,time:1646148505.7023036, thrl:0.00634765625, r:-0.000518798828125, p:-0.7528076171875, y:0.06396484375, a:0.00048828125
1646148505723697366,time:1646148505.723274, thrl:0.00634765625, r:-0.000518798828125, p:-0.7528076171875, y:0.06396484375, a:0.00048828125
1646148505743179583,time:1646148505.742702, thrl:0.00537109375, r:-0.000518798828125, p:-0.7528076171875, y:0.078643798828125, a:0.00048828125
1646148505764095241,time:1646148505.7634726, thrl:0.00537109375, r:-0.000518798828125, p:-0.7528076171875, y:0.078643798828125, a:0.00048828125
1646148505783287630,time:1646148505.782563, thrl:0.00537109375, r:-0.000518798828125, p:-0.7528076171875, y:0.078643798828125, a:0.00048828125
1646148505803160004,time:1646148505.8025932, thrl:0.00537109375, r:-0.000518798828125, p:-0.7528076171875, y:0.078643798828125, a:0.00048828125
1646148505822846805,time:1646148505.8223758, thrl:0.00537109375, r:-0.000518798828125, p:-0.7528076171875, y:0.064971923828125, a:0.00048828125
1646148505843197055,time:1646148505.8427098, thrl:0.00439453125, r:-0.000518798828125, p:-0.7528076171875, y:0.064971923828125, a:0.00048828125
1646148505862859306,time:1646148505.8623848, thrl:0.00439453125, r:-0.000518798828125, p:-0.7528076171875, y:0.02099609375, a:0.00048828125
1646148505883295288,time:1646148505.88282, thrl:0.00439453125, r:-0.000518798828125, p:-0.7528076171875, y:0.00341796875, a:0.00048828125
1646148505906049095,time:1646148505.905723, thrl:0.00439453125, r:-0.000518798828125, p:-0.7528076171875, y:-0.049346923828125, a:0.00048828125
1646148505922910509,time:1646148505.9224846, thrl:0.00439453125, r:-0.000518798828125, p:-0.7528076171875, y:-0.08160400390625, a:0.00048828125
1646148505945460702,time:1646148505.945096, thrl:0.00439453125, r:-0.000518798828125, p:-0.7528076171875, y:-0.169525146484375, a:0.00048828125
1646148505962725441,time:1646148505.9624329, thrl:0.00439453125, r:-0.000518798828125, p:-0.7528076171875, y:-0.2349853515625, a:0.00048828125
1646148505983810493,time:1646148505.983346, thrl:0.00439453125, r:-0.000518798828125, p:-0.7528076171875, y:-0.313140869140625, a:0.00048828125
1646148506003497886,time:1646148506.003148, thrl:0.00439453125, r:-0.000518798828125, p:-0.7528076171875, y:-0.392303466796875, a:0.00048828125
1646148506023905233,time:1646148506.023435, thrl:0.00439453125, r:-0.000518798828125, p:-0.7528076171875, y:-0.539825439453125, a:0.00048828125
1646148506042500658,time:1646148506.0422132, thrl:0.00439453125, r:-0.000518798828125, p:-0.7528076171875, y:-0.64434814453125, a:0.00048828125
1646148506063139697,time:1646148506.0626345, thrl:0.00439453125, r:-0.000518798828125, p:-0.7528076171875, y:-0.7254638671875, a:0.00048828125
1646148506083479843,time:1646148506.0831344, thrl:0.00439453125, r:-0.000518798828125, p:-0.7528076171875, y:-0.808502197265625, a:0.00048828125
1646148506103152718,time:1646148506.102667, thrl:0.00439453125, r:-0.000518798828125, p:-0.7528076171875, y:-0.929656982421875, a:0.00048828125
1646148506123800306,time:1646148506.1234503, thrl:0.00439453125, r:-0.000518798828125, p:-0.7528076171875, y:-0.984375, a:0.00048828125
1646148506143100425,time:1646148506.1425061, thrl:0.00439453125, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506162869792,time:1646148506.1625154, thrl:0.00439453125, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506184221051,time:1646148506.183853, thrl:0.00341796875, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506203487155,time:1646148506.2028441, thrl:0.00341796875, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506222607444,time:1646148506.222319, thrl:0.00341796875, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506243261793,time:1646148506.2426035, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506263143271,time:1646148506.262554, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506283779333,time:1646148506.2833917, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506303457376,time:1646148506.3029423, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506322983464,time:1646148506.322651, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506344080717,time:1646148506.343811, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506364286947,time:1646148506.3639667, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506383800674,time:1646148506.3833284, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506403328386,time:1646148506.4029737, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506423095814,time:1646148506.422697, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506443120619,time:1646148506.442744, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506462739693,time:1646148506.462306, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506482987897,time:1646148506.4827468, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506502964670,time:1646148506.5024362, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506523333924,time:1646148506.5229042, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506543920217,time:1646148506.5436456, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506562983738,time:1646148506.5626366, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506583101540,time:1646148506.5826573, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506603667129,time:1646148506.6033185, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506623298223,time:1646148506.6226935, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506644133690,time:1646148506.6436846, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506662826402,time:1646148506.662445, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506683056847,time:1646148506.682633, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506703250537,time:1646148506.7027695, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506723235324,time:1646148506.7224276, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506744031810,time:1646148506.7436907, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506766268713,time:1646148506.7659316, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506785821218,time:1646148506.7829447, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506803401171,time:1646148506.8030388, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506822785497,time:1646148506.8222375, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506843320080,time:1646148506.8429213, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506863084964,time:1646148506.8626618, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506883283241,time:1646148506.8829348, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506903564994,time:1646148506.903288, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506923687183,time:1646148506.9230728, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506943160847,time:1646148506.942809, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506965988219,time:1646148506.965707, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148506983305055,time:1646148506.982662, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507003008647,time:1646148507.0026736, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507023511852,time:1646148507.0231636, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507042866772,time:1646148507.0424678, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507063112239,time:1646148507.062593, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507083401995,time:1646148507.0829868, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507102643272,time:1646148507.102221, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507123202286,time:1646148507.1228611, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507142871918,time:1646148507.142469, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507163255707,time:1646148507.1626346, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507182470618,time:1646148507.1821797, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507202984113,time:1646148507.2025433, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507222675593,time:1646148507.222322, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507244364749,time:1646148507.243978, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507263333721,time:1646148507.2627723, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507283476828,time:1646148507.28308, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507303051139,time:1646148507.302551, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507323436239,time:1646148507.323133, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507344559072,time:1646148507.344153, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507363079352,time:1646148507.362643, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507384228992,time:1646148507.383855, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507402518926,time:1646148507.4022195, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-1.0, a:0.00048828125
1646148507422953543,time:1646148507.4224432, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-0.998046875, a:0.00048828125
1646148507443738343,time:1646148507.4434068, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-0.9697265625, a:0.00048828125
1646148507466269242,time:1646148507.465987, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-0.915985107421875, a:0.00048828125
1646148507483052032,time:1646148507.482716, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-0.87591552734375, a:0.00048828125
1646148507503027625,time:1646148507.5026488, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-0.87005615234375, a:0.00048828125
1646148507524605060,time:1646148507.52433, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-0.84368896484375, a:0.00048828125
1646148507543527163,time:1646148507.5429318, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-0.819244384765625, a:0.00048828125
1646148507562668776,time:1646148507.5624485, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-0.815338134765625, a:0.00048828125
1646148507584670645,time:1646148507.5843918, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-0.814361572265625, a:0.00048828125
1646148507603895094,time:1646148507.6036682, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-0.795806884765625, a:0.00048828125
1646148507625404669,time:1646148507.6250021, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-0.774322509765625, a:0.00048828125
1646148507643421796,time:1646148507.6432064, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-0.7528076171875, a:0.00048828125
1646148507663309457,time:1646148507.662797, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-0.7293701171875, a:0.00048828125
1646148507683429252,time:1646148507.6830406, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-0.708831787109375, a:0.00048828125
1646148507702703002,time:1646148507.7024276, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-0.692230224609375, a:0.00048828125
1646148507725951134,time:1646148507.7252614, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-0.692230224609375, a:0.00048828125
1646148507743483443,time:1646148507.7429419, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-0.657073974609375, a:0.00048828125
1646148507766850868,time:1646148507.7665246, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-0.59649658203125, a:0.00048828125
1646148507783286138,time:1646148507.7828321, thrl:0.00244140625, r:-0.000518798828125, p:-0.7528076171875, y:-0.578887939453125, a:0.00048828125
