%time,field.data
1650908647467668306,time:1650908647.4670863, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647487707469,time:1650908647.4872565, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647508172664,time:1650908647.5077283, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647528683956,time:1650908647.528322, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647547462664,time:1650908647.5471582, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647567858048,time:1650908647.567547, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647587610755,time:1650908647.5873165, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647607728474,time:1650908647.6074245, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647627098557,time:1650908647.6268249, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647647962621,time:1650908647.6474457, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647667692354,time:1650908647.66743, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647687798541,time:1650908647.6873991, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647707470211,time:1650908647.707006, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647727878273,time:1650908647.7275753, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647747186431,time:1650908647.746857, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647768129689,time:1650908647.767073, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647787100565,time:1650908647.786921, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647808405965,time:1650908647.8075507, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647827278700,time:1650908647.8270113, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647847741277,time:1650908647.8472047, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647867080215,time:1650908647.8668609, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647887942978,time:1650908647.8875155, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647907406864,time:1650908647.9071848, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647927578140,time:1650908647.9272857, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647947594304,time:1650908647.9472573, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647967150303,time:1650908647.9668832, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908647987870473,time:1650908647.9876091, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648008629215,time:1650908648.0082839, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648028129686,time:1650908648.027709, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648047628287,time:1650908648.0470245, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648067872039,time:1650908648.0674708, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648088334922,time:1650908648.0875268, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648107305109,time:1650908648.1068237, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648127655087,time:1650908648.1272862, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648147280327,time:1650908648.1468554, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648170161074,time:1650908648.1672993, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648187712812,time:1650908648.1873035, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648207723264,time:1650908648.2074478, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648227369289,time:1650908648.2269065, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648248598094,time:1650908648.247351, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648267771582,time:1650908648.2672722, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648288803507,time:1650908648.2876997, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648308021917,time:1650908648.3072796, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648328047704,time:1650908648.3273115, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648347373930,time:1650908648.3469312, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648367716135,time:1650908648.3673055, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648388556872,time:1650908648.3875654, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648407979827,time:1650908648.4072816, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648427528560,time:1650908648.427177, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648447312763,time:1650908648.446969, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648470573359,time:1650908648.4701128, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648488982439,time:1650908648.4886055, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648507580857,time:1650908648.5072675, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648527649106,time:1650908648.5273137, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648547125826,time:1650908648.5468578, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648567998054,time:1650908648.5676944, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648587406429,time:1650908648.5870237, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648607725474,time:1650908648.6073763, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648627363111,time:1650908648.6270213, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648647277572,time:1650908648.6470346, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648667552883,time:1650908648.6671662, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648687787405,time:1650908648.687407, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648707951351,time:1650908648.7076235, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648728600303,time:1650908648.727747, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648747790519,time:1650908648.7473936, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648768164587,time:1650908648.7673805, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648787526844,time:1650908648.7869017, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648808592094,time:1650908648.8081422, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648827071867,time:1650908648.826778, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648847863311,time:1650908648.8473537, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648867726864,time:1650908648.86727, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648888588847,time:1650908648.8876193, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648907991340,time:1650908648.9073968, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648927828983,time:1650908648.927384, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648947614989,time:1650908648.9470375, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648968878193,time:1650908648.9677808, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908648987921775,time:1650908648.9870725, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908649008901892,time:1650908649.0084958, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908649027902396,time:1650908649.0274045, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908649047553712,time:1650908649.0472353, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908649067915029,time:1650908649.0673802, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908649087983768,time:1650908649.087013, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908649107555994,time:1650908649.106954, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908649128405723,time:1650908649.127904, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908649147777429,time:1650908649.1471415, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908649167889743,time:1650908649.1674802, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908649188455726,time:1650908649.1881146, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908649207269899,time:1650908649.2070224, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908649227555765,time:1650908649.2271667, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908649252792904,time:1650908649.2474945, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908649267911187,time:1650908649.2675252, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
1650908649289013220,time:1650908649.2875597, thrl:0.00634765625, r:-0.000518798828125, p:0.999969482421875, y:-0.001495361328125, a:0.999969482421875, col:-0.019073486328125
