%time,field.ax,field.ay,field.az,field.gx,field.gy,field.gz,field.sysCal,field.accelCal,field.gyroCal,field.magCal,field.dt
1646147984850950509,1.649999976158142,3.7699999809265137,6.099999904632568,-3.625,-6.125,-8.4375,1.0,3.0,3.0,3.0,3.0
1646147984954906093,4.789999961853027,2.8399999141693115,4.25,-10.6875,2.875,0.25,2.0,3.0,3.0,3.0,12.0
1646147985058956656,4.619999885559082,0.03999999910593033,0.5400000214576721,-2.25,8.625,3.3125,2.0,3.0,3.0,3.0,4.0
1646147985165950916,1.850000023841858,-1.6299999952316284,-1.909999966621399,7.75,5.0625,1.3125,2.0,3.0,3.0,3.0,5.0
1646147985270111395,0.5799999833106995,-1.340000033378601,-1.0800000429153442,-2.0,7.125,-1.0,2.0,3.0,3.0,3.0,3.0
1646147985375617296,4.650000095367432,2.0199999809265137,-3.509999990463257,1.5625,3.5,-4.6875,2.0,3.0,3.0,3.0,5.0
1646147985479084338,3.7200000286102295,3.369999885559082,-2.819999933242798,-3.3125,1.3125,-4.5625,2.0,3.0,3.0,3.0,6.0
1646147985585118083,-1.440000057220459,0.0,-0.75,-0.6875,-4.3125,-1.5,2.0,3.0,3.0,3.0,3.0
1646147985686970957,-4.570000171661377,-3.490000009536743,0.23999999463558197,1.0,-3.25,-0.625,2.0,3.0,3.0,3.0,4.0
1646147985795306347,3.8499999046325684,2.1500000953674316,-2.5,2.0,-3.0,-7.5,2.0,3.0,3.0,3.0,5.0
1646147985900663644,4.659999847412109,3.619999885559082,-2.0199999809265137,-2.25,-1.5,-3.375,2.0,3.0,3.0,3.0,5.0
1646147986006746529,2.200000047683716,2.869999885559082,-1.8200000524520874,15.125,-2.9375,-1.5625,2.0,3.0,3.0,3.0,7.0
1646147986107018715,-4.159999847412109,-3.4000000953674316,2.319999933242798,46.625,-13.5625,-2.125,2.0,3.0,3.0,3.0,3.0
1646147986211271600,3.200000047683716,1.0399999618530273,-1.0700000524520874,0.625,-2.875,7.625,2.0,3.0,3.0,3.0,3.0
1646147986314814371,1.309999942779541,0.6399999856948853,-2.059999942779541,-12.75,9.5625,1.25,2.0,3.0,3.0,3.0,3.0
1646147986418858866,-4.550000190734863,-3.700000047683716,0.12999999523162842,-1.375,8.9375,-3.5,2.0,3.0,3.0,3.0,4.0
1646147986524345318,0.699999988079071,-2.380000114440918,-1.1299999952316284,-5.125,-1.875,-4.1875,2.0,3.0,3.0,3.0,3.0
1646147986629441927,4.550000190734863,1.6399999856948853,-3.380000114440918,5.9375,-5.5625,-1.1875,2.0,3.0,3.0,3.0,6.0
1646147986736346467,-2.140000104904175,-1.440000057220459,0.5099999904632568,11.0,-5.6875,0.0625,2.0,3.0,3.0,3.0,3.0
1646147986838892867,-0.7400000095367432,-2.440000057220459,-0.2800000011920929,0.5,1.9375,-1.0625,2.0,3.0,3.0,3.0,5.0
1646147986943720761,5.610000133514404,1.4299999475479126,-2.9600000381469727,2.125,7.1875,-2.5625,2.0,3.0,3.0,3.0,6.0
1646147987048898986,-3.5199999809265137,-2.5199999809265137,-0.12999999523162842,8.6875,18.8125,-2.6875,2.0,3.0,3.0,3.0,5.0
1646147987158345612,-0.7099999785423279,-4.320000171661377,-1.100000023841858,-4.3125,15.75,-3.4375,2.0,3.0,3.0,3.0,6.0
1646147987262513132,5.739999771118164,0.6700000166893005,-1.590000033378601,-12.5625,7.3125,-2.375,2.0,3.0,3.0,3.0,3.0
1646147987363500501,-0.7799999713897705,0.4000000059604645,2.7300000190734863,-0.3125,8.125,1.4375,2.0,3.0,3.0,3.0,3.0
1646147987467273505,-1.7599999904632568,-4.409999847412109,5.440000057220459,0.8125,10.5,4.1875,2.0,3.0,3.0,3.0,4.0
1646147987570799166,0.17000000178813934,-3.0299999713897705,6.78000020980835,1.0,-0.5,4.1875,2.0,3.0,3.0,3.0,4.0
1646147987674993826,2.809999942779541,-2.859999895095825,6.559999942779541,3.9375,-2.6875,6.75,2.0,3.0,3.0,3.0,3.0
1646147987782736147,1.7999999523162842,-3.7799999713897705,5.860000133514404,3.8125,-0.0625,7.0625,2.0,3.0,3.0,3.0,3.0
1646147987882881507,-2.5,-4.630000114440918,3.0199999809265137,2.8125,7.75,4.75,2.0,3.0,3.0,3.0,4.0
1646147987986736294,-3.869999885559082,-4.619999885559082,3.9800000190734863,-3.375,-3.5,2.3125,2.0,3.0,3.0,3.0,4.0
1646147988090775096,-5.739999771118164,-2.8299999237060547,7.150000095367432,-6.4375,-37.3125,4.875,2.0,3.0,3.0,3.0,3.0
1646147988195068986,-6.150000095367432,-2.319999933242798,7.760000228881836,-1.0625,-20.5625,2.625,2.0,3.0,3.0,3.0,4.0
1646147988298857422,-2.059999942779541,0.14000000059604645,13.109999656677246,0.5,3.75,7.75,2.0,3.0,3.0,3.0,4.0
1646147988403342673,3.7899999618530273,0.10999999940395355,8.079999923706055,6.4375,5.125,11.5625,2.0,3.0,3.0,3.0,5.0
1646147988509500481,-3.309999942779541,-1.9900000095367432,3.8399999141693115,13.5,155.4375,11.8125,2.0,3.0,3.0,3.0,5.0
1646147988611099954,10.359999656677246,-5.760000228881836,2.069999933242798,44.0,433.125,18.5,2.0,3.0,3.0,3.0,5.0
1646147988717422253,12.079999923706055,-0.36000001430511475,11.989999771118164,-31.0625,416.8125,25.8125,2.0,3.0,3.0,3.0,3.0
1646147988818693838,11.789999961853027,-0.550000011920929,2.690000057220459,-1.75,347.0625,8.4375,2.0,3.0,3.0,3.0,3.0
1646147989131543125,-6.869999885559082,-0.6899999976158142,2.619999885559082,8.9375,359.9375,6.625,1.0,3.0,3.0,3.0,6.0
1646147989234600367,-11.0600004196167,-1.2699999809265137,2.7200000286102295,23.25,350.125,2.3125,1.0,3.0,3.0,3.0,5.0
1646147989338941446,-9.5,-2.8299999237060547,6.900000095367432,-15.625,315.9375,3.6875,1.0,3.0,3.0,3.0,3.0
1646147989443580700,-5.179999828338623,3.4700000286102295,9.210000038146973,-115.5625,395.625,21.625,1.0,3.0,3.0,3.0,3.0
1646147989546884955,1.909999966621399,-3.0,8.390000343322754,-74.5625,113.625,1.5625,2.0,3.0,3.0,3.0,4.0
1646147989654548251,-4.800000190734863,3.859999895095825,2.890000104904175,-15.0625,-69.125,0.3125,2.0,3.0,3.0,3.0,3.0
1646147989758846423,-7.239999771118164,-1.3600000143051147,0.4399999976158142,13.75,-25.0,0.25,2.0,3.0,3.0,3.0,4.0
1646147989864838102,0.9700000286102295,1.9900000095367432,-1.4600000381469727,10.8125,9.75,-6.75,2.0,3.0,3.0,3.0,4.0
1646147989970319241,-2.799999952316284,-1.8899999856948853,0.33000001311302185,-36.6875,8.75,-10.25,1.0,3.0,3.0,3.0,5.0
1646147990075476532,-3.7799999713897705,-4.699999809265137,2.0399999618530273,18.875,113.625,-4.5,1.0,3.0,3.0,3.0,3.0
1646147990178792675,-4.800000190734863,-4.449999809265137,3.9100000858306885,12.3125,100.625,-4.625,1.0,3.0,3.0,3.0,4.0
1646147990286050469,-2.9000000953674316,-5.849999904632568,2.180000066757202,10.25,86.375,-5.1875,1.0,3.0,3.0,3.0,4.0
1646147990390706998,-3.759999990463257,-3.319999933242798,1.0700000524520874,-8.8125,-12.1875,-10.0,2.0,3.0,3.0,3.0,4.0
1646147990498729685,-3.619999885559082,-1.4900000095367432,5.869999885559082,-9.5625,-20.5,-11.0625,2.0,3.0,3.0,3.0,4.0
1646147990606990515,-4.139999866485596,-1.25,4.380000114440918,0.5,-6.3125,-9.5,2.0,3.0,3.0,3.0,4.0
1646147990710945482,-3.75,-2.069999933242798,7.510000228881836,-4.875,-3.875,-5.1875,2.0,3.0,3.0,3.0,3.0
